name,brand,price,longevity,sillage,gender_preference,occasion
Burberry Brit,Yves Saint Laurent,95.53,12 hours,Strong,Female,Luxury
Dior Sauvage,Lancome,194.99,12 hours,Strong,Unisex,Work
YSL Libre,Jo Malone,146.1,10 hours,Soft,Unisex,Evening
Armani Acqua di Gio,Montblanc,169.06,8 hours,Strong,Unisex,Formal
Calvin Klein Eternity,Dior,309.96,12 hours,Moderate,Female,Work
Gucci Bloom,Chanel,107.45,12 hours,Soft,Female,Summer
Gucci Bloom,Gucci,241.89,10 hours,Soft,Unisex,Casual
Prada Luna Rossa,Yves Saint Laurent,270.65,8 hours,Strong,Male,Evening
Hugo Boss Bottled,Tom Ford,265.7,12 hours,Moderate,Female,Summer
Hugo Boss Bottled,Gucci,237.43,7 hours,Soft,Unisex,Luxury
Calvin Klein Eternity,Dolce & Gabbana,324.68,10 hours,Strong,Unisex,Special Occasion
Paco Rabanne 1 Million,Montblanc,185.14,6 hours,Strong,Male,Luxury
Paco Rabanne 1 Million,Burberry,395.87,10 hours,Strong,Unisex,Party
Burberry Brit,Maison Francis Kurkdjian,101.67,12 hours,Moderate,Female,Luxury
Armani Acqua di Gio,Chanel,336.99,12 hours,Strong,Unisex,Work
Marc Jacobs Daisy,Marc Jacobs,88.95,7 hours,Soft,Male,Party
Lancome La Vie Est Belle,Paco Rabanne,175.44,10 hours,Soft,Unisex,Romantic
Chanel No. 5,Tom Ford,213.97,9 hours,Soft,Female,Party
Armani Acqua di Gio,Burberry,196.06,12 hours,Moderate,Male,Summer
Calvin Klein Eternity,Dolce & Gabbana,385.33,8 hours,Moderate,Female,Party
Burberry Brit,Burberry,356.77,6 hours,Strong,Male,Special Occasion
Lancome La Vie Est Belle,Burberry,88.15,10 hours,Soft,Female,Work
Gucci Bloom,Byredo,293.75,10 hours,Strong,Female,Special Occasion
Creed Aventus,Hugo Boss,65.92,8 hours,Moderate,Male,Evening
Creed Aventus,Versace,133.16,7 hours,Soft,Female,Daily
Byredo Gypsy Water,Burberry,374.59,9 hours,Strong,Female,Special Occasion
YSL Libre,Calvin Klein,143.9,12 hours,Soft,Female,Party
Burberry Brit,Burberry,334.13,9 hours,Strong,Female,Casual
Jo Malone Peony & Blush Suede,Maison Francis Kurkdjian,83.17,8 hours,Strong,Female,Special Occasion
Armani Acqua di Gio,Burberry,334.97,9 hours,Soft,Male,Formal
Calvin Klein Eternity,Armani,162.91,6 hours,Soft,Male,Luxury
Gucci Bloom,Burberry,244.77,7 hours,Soft,Male,Work
Maison Francis Kurkdjian Baccarat Rouge 540,Dior,65.73,7 hours,Moderate,Female,Evening
Dolce & Gabbana Light Blue,Hugo Boss,153.96,8 hours,Strong,Male,Formal
Montblanc Legend,Yves Saint Laurent,73.68,12 hours,Moderate,Male,Daily
Byredo Gypsy Water,Maison Francis Kurkdjian,187.16,10 hours,Strong,Male,Summer
Byredo Gypsy Water,Gucci,234.76,9 hours,Soft,Female,Summer
Calvin Klein Eternity,Versace,360.27,6 hours,Moderate,Female,Work
Gucci Bloom,Calvin Klein,82.76,9 hours,Strong,Female,Summer
Creed Aventus,Hugo Boss,110.85,8 hours,Moderate,Female,Romantic
Maison Francis Kurkdjian Baccarat Rouge 540,Versace,350.12,8 hours,Strong,Male,Casual
Chanel No. 5,Dior,220.37,9 hours,Moderate,Unisex,Luxury
YSL Libre,Paco Rabanne,141.97,8 hours,Moderate,Male,Special Occasion
Creed Aventus,Dior,182.1,7 hours,Strong,Unisex,Formal
Burberry Brit,Prada,197.38,8 hours,Strong,Male,Special Occasion
Chanel No. 5,Dior,221.48,9 hours,Soft,Unisex,Evening
Marc Jacobs Daisy,Montblanc,160.37,6 hours,Strong,Female,Evening
Jo Malone Peony & Blush Suede,Dolce & Gabbana,184.62,8 hours,Soft,Female,Party
Armani Acqua di Gio,Burberry,177.27,10 hours,Moderate,Male,Romantic
Armani Acqua di Gio,Burberry,111.95,7 hours,Moderate,Female,Special Occasion
Burberry Brit,Armani,382.23,9 hours,Soft,Female,Luxury
Chanel No. 5,Dolce & Gabbana,311.92,6 hours,Soft,Female,Formal
Tom Ford Noir,Burberry,370.11,10 hours,Soft,Female,Evening
Chanel No. 5,Hugo Boss,175.44,12 hours,Strong,Female,Casual
Dior Sauvage,Burberry,292.4,8 hours,Soft,Female,Luxury
Dolce & Gabbana Light Blue,Montblanc,373.55,7 hours,Moderate,Unisex,Luxury
Gucci Bloom,Montblanc,190.85,10 hours,Moderate,Female,Daily
Jo Malone Peony & Blush Suede,Yves Saint Laurent,114.64,6 hours,Moderate,Unisex,Luxury
Versace Eros,Calvin Klein,62.87,8 hours,Soft,Male,Luxury
YSL Libre,Tom Ford,389.55,10 hours,Soft,Unisex,Casual
Chanel No. 5,Chanel,161.41,9 hours,Strong,Unisex,Romantic
Versace Eros,Maison Francis Kurkdjian,85.0,12 hours,Strong,Male,Evening
Armani Acqua di Gio,Versace,316.79,6 hours,Moderate,Male,Special Occasion
Byredo Gypsy Water,Paco Rabanne,159.02,12 hours,Soft,Female,Party
Burberry Brit,Montblanc,328.0,12 hours,Soft,Male,Work
Maison Francis Kurkdjian Baccarat Rouge 540,Paco Rabanne,254.37,9 hours,Strong,Female,Formal
Jo Malone Peony & Blush Suede,Armani,270.33,10 hours,Soft,Female,Special Occasion
Armani Acqua di Gio,Calvin Klein,363.03,8 hours,Soft,Female,Daily
Montblanc Legend,Yves Saint Laurent,148.81,6 hours,Soft,Male,Romantic
Dior Sauvage,Creed,221.88,10 hours,Strong,Male,Casual
Paco Rabanne 1 Million,Dior,339.99,6 hours,Strong,Female,Romantic
Versace Eros,Armani,132.52,8 hours,Moderate,Male,Formal
Burberry Brit,Creed,199.69,12 hours,Soft,Unisex,Work
Montblanc Legend,Calvin Klein,364.69,8 hours,Moderate,Female,Summer
Maison Francis Kurkdjian Baccarat Rouge 540,Armani,64.09,9 hours,Strong,Female,Daily
Gucci Bloom,Maison Francis Kurkdjian,264.15,9 hours,Strong,Unisex,Work
Jo Malone Peony & Blush Suede,Montblanc,201.78,7 hours,Moderate,Female,Casual
Prada Luna Rossa,Versace,381.19,7 hours,Strong,Male,Daily
YSL Libre,Paco Rabanne,371.37,12 hours,Moderate,Unisex,Summer
Versace Eros,Calvin Klein,288.73,10 hours,Soft,Female,Special Occasion
Prada Luna Rossa,Gucci,343.67,9 hours,Soft,Female,Evening
Marc Jacobs Daisy,Paco Rabanne,169.73,10 hours,Strong,Male,Work
Gucci Bloom,Calvin Klein,399.6,6 hours,Strong,Unisex,Special Occasion
Creed Aventus,Lancome,275.54,12 hours,Moderate,Female,Casual
Dior Sauvage,Paco Rabanne,281.85,12 hours,Soft,Male,Evening
YSL Libre,Yves Saint Laurent,105.2,12 hours,Moderate,Male,Evening
Creed Aventus,Maison Francis Kurkdjian,67.56,7 hours,Strong,Male,Casual
Versace Eros,Dolce & Gabbana,101.89,7 hours,Soft,Female,Formal
Creed Aventus,Creed,353.87,8 hours,Moderate,Male,Special Occasion
YSL Libre,Gucci,223.17,7 hours,Soft,Female,Special Occasion
Lancome La Vie Est Belle,Hugo Boss,191.77,8 hours,Strong,Male,Party
Paco Rabanne 1 Million,Versace,252.21,6 hours,Moderate,Female,Work
Tom Ford Noir,Tom Ford,218.2,7 hours,Soft,Male,Summer
Chanel No. 5,Burberry,206.4,9 hours,Moderate,Male,Formal
Dior Sauvage,Calvin Klein,125.02,7 hours,Moderate,Male,Party
Gucci Bloom,Jo Malone,98.46,9 hours,Soft,Female,Summer
Montblanc Legend,Armani,181.72,6 hours,Strong,Male,Daily
Lancome La Vie Est Belle,Montblanc,237.05,10 hours,Strong,Male,Formal
Paco Rabanne 1 Million,Armani,200.57,8 hours,Soft,Unisex,Formal
Burberry Brit,Maison Francis Kurkdjian,170.28,12 hours,Soft,Unisex,Daily
Calvin Klein Eternity,Montblanc,123.44,10 hours,Moderate,Female,Work
Maison Francis Kurkdjian Baccarat Rouge 540,Dolce & Gabbana,392.86,7 hours,Strong,Male,Special Occasion
Tom Ford Noir,Gucci,396.8,10 hours,Soft,Unisex,Summer
Calvin Klein Eternity,Montblanc,183.73,8 hours,Moderate,Male,Daily
Jo Malone Peony & Blush Suede,Montblanc,345.6,7 hours,Soft,Female,Special Occasion
Montblanc Legend,Marc Jacobs,383.17,8 hours,Moderate,Male,Evening
Prada Luna Rossa,Byredo,266.03,12 hours,Soft,Male,Romantic
Armani Acqua di Gio,Lancome,268.6,6 hours,Moderate,Male,Special Occasion
Byredo Gypsy Water,Dolce & Gabbana,167.03,12 hours,Moderate,Female,Formal
Jo Malone Peony & Blush Suede,Byredo,390.9,7 hours,Soft,Female,Romantic
Creed Aventus,Dolce & Gabbana,320.54,12 hours,Moderate,Male,Work
Calvin Klein Eternity,Versace,147.17,7 hours,Soft,Male,Party
Lancome La Vie Est Belle,Montblanc,161.85,6 hours,Strong,Male,Summer
Marc Jacobs Daisy,Maison Francis Kurkdjian,203.02,10 hours,Soft,Male,Formal
Lancome La Vie Est Belle,Byredo,299.86,6 hours,Soft,Unisex,Party
Hugo Boss Bottled,Armani,65.62,7 hours,Strong,Female,Special Occasion
YSL Libre,Montblanc,370.96,12 hours,Moderate,Unisex,Special Occasion
Versace Eros,Paco Rabanne,120.58,8 hours,Soft,Female,Work
Lancome La Vie Est Belle,Creed,184.16,6 hours,Moderate,Unisex,Daily
Dolce & Gabbana Light Blue,Chanel,253.4,6 hours,Soft,Male,Casual
Prada Luna Rossa,Dolce & Gabbana,185.62,6 hours,Soft,Male,Evening
Marc Jacobs Daisy,Creed,180.17,12 hours,Strong,Unisex,Special Occasion
Byredo Gypsy Water,Burberry,375.86,8 hours,Moderate,Unisex,Summer
Armani Acqua di Gio,Dolce & Gabbana,135.96,6 hours,Strong,Male,Work
Gucci Bloom,Gucci,379.18,9 hours,Strong,Unisex,Daily
Creed Aventus,Montblanc,50.89,12 hours,Soft,Male,Special Occasion
Armani Acqua di Gio,Gucci,90.21,10 hours,Soft,Male,Daily
Maison Francis Kurkdjian Baccarat Rouge 540,Chanel,247.14,6 hours,Soft,Unisex,Casual
Lancome La Vie Est Belle,Creed,237.87,10 hours,Strong,Female,Casual
Lancome La Vie Est Belle,Dolce & Gabbana,360.03,7 hours,Moderate,Unisex,Party
Creed Aventus,Armani,316.83,7 hours,Moderate,Female,Special Occasion
Chanel No. 5,Versace,86.37,10 hours,Moderate,Male,Luxury
Gucci Bloom,Armani,394.89,12 hours,Moderate,Female,Daily
Paco Rabanne 1 Million,Gucci,163.88,10 hours,Moderate,Female,Casual
Chanel No. 5,Jo Malone,176.39,6 hours,Moderate,Unisex,Work
Chanel No. 5,Prada,90.3,6 hours,Strong,Unisex,Evening
Dior Sauvage,Burberry,344.21,10 hours,Moderate,Female,Romantic
Dior Sauvage,Versace,57.21,6 hours,Strong,Male,Romantic
Prada Luna Rossa,Burberry,268.05,12 hours,Moderate,Unisex,Work
Chanel No. 5,Yves Saint Laurent,336.36,8 hours,Strong,Female,Daily
Dior Sauvage,Versace,387.5,8 hours,Moderate,Male,Daily
Marc Jacobs Daisy,Burberry,136.75,7 hours,Moderate,Female,Evening
Maison Francis Kurkdjian Baccarat Rouge 540,Creed,195.23,7 hours,Soft,Male,Luxury
Marc Jacobs Daisy,Maison Francis Kurkdjian,297.79,6 hours,Soft,Male,Special Occasion
Gucci Bloom,Hugo Boss,71.49,10 hours,Strong,Male,Formal
Calvin Klein Eternity,Calvin Klein,233.09,6 hours,Moderate,Female,Summer
Hugo Boss Bottled,Yves Saint Laurent,160.89,10 hours,Moderate,Unisex,Evening
Hugo Boss Bottled,Dior,316.11,9 hours,Soft,Female,Luxury
Chanel No. 5,Yves Saint Laurent,344.42,7 hours,Soft,Female,Romantic
Versace Eros,Tom Ford,181.29,6 hours,Soft,Unisex,Romantic
Jo Malone Peony & Blush Suede,Armani,220.32,8 hours,Soft,Female,Romantic
Montblanc Legend,Jo Malone,286.11,8 hours,Soft,Female,Work
Calvin Klein Eternity,Maison Francis Kurkdjian,262.67,9 hours,Strong,Male,Special Occasion
Byredo Gypsy Water,Armani,350.35,7 hours,Soft,Unisex,Romantic
Montblanc Legend,Calvin Klein,219.07,7 hours,Soft,Unisex,Daily
Lancome La Vie Est Belle,Dior,124.37,10 hours,Soft,Female,Summer
Calvin Klein Eternity,Jo Malone,120.62,6 hours,Moderate,Unisex,Romantic
Marc Jacobs Daisy,Jo Malone,98.54,7 hours,Strong,Female,Work
Jo Malone Peony & Blush Suede,Tom Ford,268.86,8 hours,Strong,Female,Party
Creed Aventus,Chanel,255.84,6 hours,Soft,Male,Evening
Jo Malone Peony & Blush Suede,Marc Jacobs,200.7,7 hours,Strong,Female,Party
Creed Aventus,Tom Ford,126.85,10 hours,Soft,Unisex,Summer
Dolce & Gabbana Light Blue,Armani,158.78,9 hours,Strong,Female,Luxury
Armani Acqua di Gio,Yves Saint Laurent,147.38,12 hours,Moderate,Male,Daily
Dolce & Gabbana Light Blue,Dior,116.84,6 hours,Moderate,Male,Summer
Tom Ford Noir,Versace,354.37,7 hours,Soft,Female,Work
Dior Sauvage,Montblanc,163.76,8 hours,Moderate,Unisex,Luxury
Calvin Klein Eternity,Calvin Klein,188.34,10 hours,Strong,Male,Special Occasion
Dior Sauvage,Hugo Boss,338.48,10 hours,Moderate,Unisex,Casual
Maison Francis Kurkdjian Baccarat Rouge 540,Lancome,323.55,6 hours,Soft,Male,Casual
Byredo Gypsy Water,Versace,51.69,7 hours,Soft,Male,Casual
Marc Jacobs Daisy,Calvin Klein,70.42,6 hours,Strong,Male,Work
Jo Malone Peony & Blush Suede,Calvin Klein,284.34,9 hours,Strong,Male,Romantic
Burberry Brit,Dior,217.68,10 hours,Strong,Unisex,Romantic
Chanel No. 5,Maison Francis Kurkdjian,118.35,9 hours,Strong,Female,Casual
Montblanc Legend,Calvin Klein,244.74,7 hours,Strong,Female,Formal
Jo Malone Peony & Blush Suede,Lancome,226.16,9 hours,Soft,Male,Daily
Dolce & Gabbana Light Blue,Byredo,281.27,9 hours,Moderate,Male,Romantic
Dolce & Gabbana Light Blue,Lancome,396.12,6 hours,Strong,Male,Formal
Dolce & Gabbana Light Blue,Paco Rabanne,292.73,8 hours,Moderate,Female,Romantic
Burberry Brit,Versace,355.65,8 hours,Strong,Female,Casual
Versace Eros,Jo Malone,251.47,9 hours,Strong,Unisex,Summer
Versace Eros,Maison Francis Kurkdjian,367.11,12 hours,Strong,Male,Evening
Dolce & Gabbana Light Blue,Burberry,341.91,8 hours,Soft,Male,Casual
Jo Malone Peony & Blush Suede,Prada,329.13,9 hours,Moderate,Female,Daily
Chanel No. 5,Prada,203.53,6 hours,Strong,Male,Luxury
Dior Sauvage,Dior,205.58,9 hours,Strong,Unisex,Party
Montblanc Legend,Gucci,269.61,7 hours,Strong,Male,Romantic
Dior Sauvage,Maison Francis Kurkdjian,114.74,8 hours,Strong,Male,Special Occasion
Paco Rabanne 1 Million,Tom Ford,153.88,6 hours,Soft,Male,Romantic
Versace Eros,Armani,314.06,6 hours,Soft,Unisex,Work
Dolce & Gabbana Light Blue,Paco Rabanne,82.83,9 hours,Soft,Male,Special Occasion
Byredo Gypsy Water,Paco Rabanne,397.38,12 hours,Moderate,Female,Party
Byredo Gypsy Water,Versace,158.15,9 hours,Strong,Female,Romantic
Hugo Boss Bottled,Calvin Klein,118.39,9 hours,Strong,Male,Luxury
Armani Acqua di Gio,Montblanc,57.49,6 hours,Moderate,Male,Summer
Versace Eros,Hugo Boss,304.14,7 hours,Moderate,Unisex,Party
YSL Libre,Montblanc,361.08,10 hours,Moderate,Male,Summer
Burberry Brit,Dolce & Gabbana,194.36,12 hours,Strong,Male,Romantic
Tom Ford Noir,Jo Malone,102.25,6 hours,Strong,Unisex,Party
Creed Aventus,Maison Francis Kurkdjian,222.48,6 hours,Moderate,Female,Daily
Byredo Gypsy Water,Armani,79.23,8 hours,Soft,Female,Summer
Armani Acqua di Gio,Burberry,327.41,6 hours,Strong,Female,Party
Montblanc Legend,Burberry,360.8,8 hours,Strong,Male,Casual
Tom Ford Noir,Armani,343.21,7 hours,Moderate,Male,Special Occasion
Dior Sauvage,Dior,175.88,8 hours,Soft,Unisex,Evening
Burberry Brit,Byredo,243.28,9 hours,Strong,Unisex,Romantic
Tom Ford Noir,Jo Malone,285.08,12 hours,Soft,Female,Romantic
Jo Malone Peony & Blush Suede,Montblanc,197.08,10 hours,Strong,Male,Special Occasion
YSL Libre,Tom Ford,341.73,9 hours,Soft,Unisex,Special Occasion
Creed Aventus,Hugo Boss,315.6,7 hours,Moderate,Male,Summer
YSL Libre,Armani,157.53,12 hours,Soft,Female,Work
Creed Aventus,Yves Saint Laurent,123.77,9 hours,Moderate,Female,Luxury
Paco Rabanne 1 Million,Byredo,358.04,6 hours,Soft,Male,Romantic
Creed Aventus,Chanel,207.35,8 hours,Soft,Unisex,Formal
Paco Rabanne 1 Million,Marc Jacobs,380.03,6 hours,Soft,Female,Evening
Calvin Klein Eternity,Byredo,164.7,10 hours,Soft,Male,Luxury
Dolce & Gabbana Light Blue,Yves Saint Laurent,309.41,7 hours,Soft,Male,Party
Byredo Gypsy Water,Hugo Boss,183.41,7 hours,Strong,Male,Work
Versace Eros,Hugo Boss,146.8,7 hours,Moderate,Female,Casual
Versace Eros,Dior,382.92,12 hours,Strong,Unisex,Special Occasion
Byredo Gypsy Water,Paco Rabanne,154.52,7 hours,Moderate,Unisex,Luxury
Paco Rabanne 1 Million,Hugo Boss,314.33,12 hours,Soft,Female,Party
Prada Luna Rossa,Gucci,224.64,7 hours,Strong,Male,Special Occasion
Maison Francis Kurkdjian Baccarat Rouge 540,Prada,266.71,6 hours,Soft,Unisex,Daily
YSL Libre,Montblanc,179.02,6 hours,Soft,Female,Luxury
Armani Acqua di Gio,Creed,162.13,7 hours,Moderate,Male,Luxury
Armani Acqua di Gio,Prada,390.39,6 hours,Strong,Unisex,Luxury
Maison Francis Kurkdjian Baccarat Rouge 540,Maison Francis Kurkdjian,75.46,6 hours,Moderate,Male,Special Occasion
Prada Luna Rossa,Versace,387.46,6 hours,Strong,Unisex,Romantic
Chanel No. 5,Marc Jacobs,144.82,10 hours,Strong,Female,Special Occasion
Dolce & Gabbana Light Blue,Prada,389.44,8 hours,Moderate,Unisex,Casual
Montblanc Legend,Dolce & Gabbana,114.03,10 hours,Soft,Male,Summer
Burberry Brit,Byredo,211.97,8 hours,Moderate,Unisex,Romantic
Dolce & Gabbana Light Blue,Lancome,302.53,10 hours,Moderate,Unisex,Special Occasion
Montblanc Legend,Dolce & Gabbana,124.06,8 hours,Strong,Unisex,Summer
Dior Sauvage,Jo Malone,337.81,7 hours,Moderate,Female,Summer
Burberry Brit,Paco Rabanne,68.89,6 hours,Soft,Female,Casual
Prada Luna Rossa,Montblanc,383.55,7 hours,Strong,Unisex,Casual
Creed Aventus,Tom Ford,205.62,6 hours,Soft,Unisex,Casual
Calvin Klein Eternity,Armani,144.99,6 hours,Soft,Unisex,Party
Tom Ford Noir,Byredo,250.4,8 hours,Soft,Unisex,Casual
Creed Aventus,Montblanc,129.73,12 hours,Moderate,Female,Luxury
Burberry Brit,Jo Malone,359.96,12 hours,Moderate,Female,Evening
Paco Rabanne 1 Million,Montblanc,70.95,10 hours,Soft,Male,Romantic
Hugo Boss Bottled,Gucci,83.92,8 hours,Strong,Unisex,Formal
Marc Jacobs Daisy,Paco Rabanne,365.65,9 hours,Strong,Male,Romantic
Byredo Gypsy Water,Maison Francis Kurkdjian,172.15,8 hours,Strong,Female,Formal
YSL Libre,Chanel,242.09,6 hours,Strong,Female,Formal
Versace Eros,Hugo Boss,160.66,8 hours,Strong,Female,Evening
Hugo Boss Bottled,Dior,329.9,8 hours,Strong,Unisex,Luxury
YSL Libre,Tom Ford,331.16,12 hours,Soft,Unisex,Special Occasion
Versace Eros,Prada,222.69,6 hours,Strong,Female,Daily
Prada Luna Rossa,Jo Malone,368.92,12 hours,Moderate,Male,Summer
Hugo Boss Bottled,Creed,323.54,9 hours,Soft,Unisex,Daily
Tom Ford Noir,Montblanc,80.37,9 hours,Strong,Unisex,Formal
Armani Acqua di Gio,Lancome,277.26,8 hours,Soft,Male,Work
Versace Eros,Burberry,143.5,10 hours,Soft,Male,Casual
Montblanc Legend,Calvin Klein,341.91,10 hours,Moderate,Female,Formal
Paco Rabanne 1 Million,Dior,128.38,8 hours,Strong,Female,Romantic
Creed Aventus,Jo Malone,145.59,9 hours,Strong,Female,Summer
Creed Aventus,Paco Rabanne,197.92,12 hours,Moderate,Female,Formal
Prada Luna Rossa,Hugo Boss,160.43,8 hours,Strong,Female,Romantic
Paco Rabanne 1 Million,Lancome,270.43,9 hours,Strong,Female,Daily
Dolce & Gabbana Light Blue,Yves Saint Laurent,132.16,8 hours,Soft,Unisex,Luxury
Dior Sauvage,Tom Ford,191.94,8 hours,Soft,Female,Special Occasion
Versace Eros,Byredo,172.67,10 hours,Soft,Female,Work
Gucci Bloom,Gucci,284.87,8 hours,Moderate,Female,Special Occasion
Lancome La Vie Est Belle,Tom Ford,101.78,8 hours,Soft,Unisex,Romantic
Versace Eros,Creed,140.54,8 hours,Moderate,Unisex,Work
Burberry Brit,Dior,319.76,6 hours,Moderate,Unisex,Daily
Montblanc Legend,Armani,235.24,9 hours,Soft,Female,Evening
Byredo Gypsy Water,Marc Jacobs,123.04,7 hours,Soft,Male,Casual
Dior Sauvage,Calvin Klein,137.82,7 hours,Moderate,Male,Luxury
Lancome La Vie Est Belle,Hugo Boss,370.66,7 hours,Soft,Female,Special Occasion
Dior Sauvage,Creed,344.95,12 hours,Strong,Unisex,Formal
Lancome La Vie Est Belle,Yves Saint Laurent,356.8,12 hours,Soft,Male,Party
Lancome La Vie Est Belle,Yves Saint Laurent,263.25,8 hours,Strong,Unisex,Daily
Byredo Gypsy Water,Byredo,309.06,9 hours,Moderate,Female,Special Occasion
Byredo Gypsy Water,Yves Saint Laurent,304.16,7 hours,Moderate,Male,Evening
Lancome La Vie Est Belle,Maison Francis Kurkdjian,243.56,10 hours,Strong,Male,Formal
Dolce & Gabbana Light Blue,Gucci,290.09,7 hours,Soft,Female,Summer
Armani Acqua di Gio,Montblanc,115.56,9 hours,Soft,Female,Formal
Lancome La Vie Est Belle,Calvin Klein,374.93,12 hours,Strong,Unisex,Casual
Dolce & Gabbana Light Blue,Calvin Klein,312.76,7 hours,Strong,Unisex,Luxury
Chanel No. 5,Marc Jacobs,367.42,10 hours,Moderate,Unisex,Work
Marc Jacobs Daisy,Hugo Boss,373.52,6 hours,Soft,Female,Work
Paco Rabanne 1 Million,Chanel,232.74,7 hours,Soft,Male,Work
Gucci Bloom,Tom Ford,165.66,10 hours,Soft,Unisex,Special Occasion
Dolce & Gabbana Light Blue,Yves Saint Laurent,232.14,12 hours,Soft,Unisex,Summer
Jo Malone Peony & Blush Suede,Dior,318.09,7 hours,Strong,Male,Daily
Byredo Gypsy Water,Byredo,205.12,12 hours,Moderate,Unisex,Casual
Burberry Brit,Versace,176.18,8 hours,Moderate,Male,Summer
Versace Eros,Armani,366.44,8 hours,Soft,Unisex,Evening
YSL Libre,Marc Jacobs,156.03,6 hours,Strong,Unisex,Summer
Montblanc Legend,Paco Rabanne,181.41,12 hours,Strong,Male,Luxury
Burberry Brit,Calvin Klein,335.0,12 hours,Moderate,Unisex,Special Occasion
Marc Jacobs Daisy,Prada,315.1,6 hours,Strong,Female,Daily
Dolce & Gabbana Light Blue,Gucci,254.46,6 hours,Moderate,Unisex,Evening
Marc Jacobs Daisy,Dolce & Gabbana,210.69,12 hours,Soft,Female,Party
Dolce & Gabbana Light Blue,Jo Malone,63.01,10 hours,Soft,Female,Casual
Byredo Gypsy Water,Dolce & Gabbana,349.43,6 hours,Moderate,Male,Special Occasion
Paco Rabanne 1 Million,Dior,281.8,7 hours,Strong,Unisex,Formal
Montblanc Legend,Prada,232.86,9 hours,Soft,Unisex,Luxury
Armani Acqua di Gio,Byredo,314.63,6 hours,Moderate,Unisex,Party
Prada Luna Rossa,Dolce & Gabbana,55.79,10 hours,Strong,Unisex,Work
Lancome La Vie Est Belle,Tom Ford,305.35,10 hours,Strong,Male,Formal
Maison Francis Kurkdjian Baccarat Rouge 540,Chanel,364.08,8 hours,Strong,Unisex,Special Occasion
Hugo Boss Bottled,Montblanc,320.34,9 hours,Moderate,Female,Party
Chanel No. 5,Marc Jacobs,158.36,6 hours,Soft,Male,Casual
Maison Francis Kurkdjian Baccarat Rouge 540,Creed,231.85,7 hours,Strong,Female,Romantic
Creed Aventus,Hugo Boss,326.94,12 hours,Soft,Male,Formal
Dior Sauvage,Jo Malone,167.73,9 hours,Moderate,Female,Party
Burberry Brit,Calvin Klein,246.2,9 hours,Strong,Female,Romantic
Burberry Brit,Creed,79.17,8 hours,Soft,Male,Work
Jo Malone Peony & Blush Suede,Montblanc,394.18,6 hours,Moderate,Female,Formal
YSL Libre,Maison Francis Kurkdjian,367.67,8 hours,Soft,Male,Summer
Chanel No. 5,Creed,325.58,9 hours,Strong,Male,Daily
Tom Ford Noir,Hugo Boss,309.95,7 hours,Moderate,Male,Daily
Hugo Boss Bottled,Gucci,150.76,6 hours,Moderate,Female,Daily
Creed Aventus,Gucci,113.97,6 hours,Strong,Female,Romantic
Burberry Brit,Versace,73.93,9 hours,Soft,Female,Party
Dior Sauvage,Lancome,335.56,6 hours,Moderate,Male,Special Occasion
Lancome La Vie Est Belle,Jo Malone,373.84,9 hours,Moderate,Male,Formal
Gucci Bloom,Chanel,380.51,7 hours,Strong,Male,Romantic
Creed Aventus,Marc Jacobs,226.38,7 hours,Soft,Male,Formal
Dolce & Gabbana Light Blue,Byredo,138.05,9 hours,Strong,Unisex,Summer
Maison Francis Kurkdjian Baccarat Rouge 540,Armani,385.41,9 hours,Moderate,Female,Special Occasion
Burberry Brit,Byredo,96.1,6 hours,Soft,Unisex,Luxury
Lancome La Vie Est Belle,Paco Rabanne,288.93,10 hours,Strong,Unisex,Work
Paco Rabanne 1 Million,Prada,273.68,10 hours,Strong,Female,Formal
Prada Luna Rossa,Calvin Klein,394.17,6 hours,Moderate,Male,Evening
Prada Luna Rossa,Armani,251.89,10 hours,Soft,Unisex,Party
